Timestamp,Component,Status,dB,TopFreq1,TopFreq2,TopFreq3,Tester_id
2025-08-08T14:29:28,environment,Anomaly,75.1,29.5,49.5,103.5,IPC1
2025-08-08T14:29:29,environment,Anomaly,75.1,171.5,105.5,117.0,IPC1
2025-08-08T14:29:30,environment,Anomaly,55.6,30.0,105.0,171.5,IPC1
2025-08-08T14:29:31,environment,Anomaly,55.1,30.0,29.5,103.0,IPC1
2025-08-08T14:29:32,environment,Anomaly,56.5,29.5,103.5,49.0,IPC1
2025-08-08T14:29:33,environment,Anomaly,61.8,103.0,104.0,116.0,IPC1
2025-08-08T14:29:34,environment,Anomaly,61.9,103.5,30.0,103.0,IPC1
2025-08-08T14:29:35,environment,Anomaly,59.3,30.0,108.0,109.5,IPC1
2025-08-08T14:29:36,environment,Anomaly,59.3,49.0,29.5,171.5,IPC1
2025-08-08T14:29:37,environment,Anomaly,58.7,29.5,103.0,171.5,IPC1
2025-08-08T14:29:38,environment,Anomaly,56.8,30.0,48.5,29.5,IPC1
2025-08-08T14:29:39,environment,Anomaly,59.5,30.0,29.5,103.5,IPC1
2025-08-08T14:29:40,environment,Anomaly,59.5,30.0,103.0,36.5,IPC1
2025-08-08T14:29:41,environment,Anomaly,59.5,30.0,162.0,29.5,IPC1
2025-08-08T14:29:42,environment,Anomaly,54.8,30.0,29.5,162.0,IPC1
2025-08-08T14:29:43,environment,Anomaly,55.5,103.5,38.0,30.0,IPC1
2025-08-08T14:29:44,environment,Anomaly,54.3,30.0,103.0,29.5,IPC1
2025-08-08T14:29:45,environment,Anomaly,54.6,30.0,29.5,171.5,IPC1
2025-08-08T14:29:46,environment,Anomaly,55.4,171.5,30.0,105.0,IPC1
2025-08-08T14:29:47,environment,Anomaly,55.4,171.5,30.0,103.5,IPC1
2025-08-08T14:29:48,environment,Anomaly,55.1,171.5,103.5,30.0,IPC1
2025-08-08T14:29:49,environment,Anomaly,54.3,171.5,30.0,108.5,IPC1
2025-08-08T14:29:50,environment,Anomaly,54.3,30.0,171.5,29.5,IPC1
2025-08-08T14:29:51,environment,Anomaly,54.2,30.0,29.5,171.5,IPC1
2025-08-08T14:29:52,environment,Anomaly,53.6,103.5,38.5,30.0,IPC1
2025-08-08T14:29:53,environment,Anomaly,56.2,30.0,103.0,103.5,IPC1
2025-08-08T14:29:54,environment,Anomaly,56.2,30.0,103.0,29.5,IPC1
2025-08-08T14:29:55,environment,Anomaly,55.4,29.5,30.0,171.5,IPC1
2025-08-08T14:29:56,environment,Anomaly,58.6,30.0,29.5,171.5,IPC1
2025-08-08T14:29:57,environment,Anomaly,58.9,30.0,29.5,103.5,IPC1
