Timestamp,Component,Status,dB,TopFreq1,TopFreq2,TopFreq3,Tester_id
2025-08-08T14:11:58,environment,Anomaly,76.6,29.5,118.5,37.5,IPC1
2025-08-08T14:11:59,environment,Anomaly,76.6,115.5,29.5,103.5,IPC1
2025-08-08T14:12:00,environment,Anomaly,54.0,171.5,30.0,115.0,IPC1
2025-08-08T14:12:01,environment,Anomaly,54.7,30.0,29.5,171.5,IPC1
2025-08-08T14:12:02,environment,Anomaly,54.7,30.0,29.5,119.0,IPC1
2025-08-08T14:12:03,environment,Anomaly,54.4,30.0,104.0,102.5,IPC1
2025-08-08T14:12:04,environment,Anomaly,54.1,103.5,30.0,29.5,IPC1
2025-08-08T14:12:05,environment,Anomaly,53.7,29.5,103.5,30.0,IPC1
2025-08-08T14:12:06,environment,Anomaly,55.1,103.0,30.0,159.5,IPC1
2025-08-08T14:12:07,environment,Anomaly,55.1,30.0,29.5,103.5,IPC1
2025-08-08T14:12:08,environment,Anomaly,53.4,30.0,29.5,171.5,IPC1
2025-08-08T14:12:09,environment,Anomaly,53.3,30.0,103.5,103.0,IPC1
2025-08-08T14:12:10,environment,Anomaly,54.4,103.5,30.0,115.5,IPC1
2025-08-08T14:12:11,environment,Anomaly,54.4,103.5,30.0,103.0,IPC1
2025-08-08T14:12:12,environment,Anomaly,53.7,103.5,30.0,37.5,IPC1
2025-08-08T14:12:13,environment,Anomaly,53.0,30.0,49.0,44.5,IPC1
2025-08-08T14:12:14,environment,Anomaly,53.0,103.5,30.0,104.0,IPC1
2025-08-08T14:12:15,environment,Anomaly,53.3,104.0,30.0,103.5,IPC1
2025-08-08T14:12:16,environment,Anomaly,53.4,103.5,105.0,104.5,IPC1
2025-08-08T14:12:17,environment,Anomaly,55.0,103.0,30.0,29.5,IPC1
2025-08-08T14:12:19,environment,Anomaly,55.0,30.0,29.5,37.5,IPC1
2025-08-08T14:12:20,environment,Anomaly,53.6,103.0,118.0,30.0,IPC1
2025-08-08T14:12:21,environment,Anomaly,53.8,103.5,29.5,30.0,IPC1
2025-08-08T14:12:22,environment,Anomaly,54.8,30.0,29.5,103.5,IPC1
2025-08-08T14:12:23,environment,Anomaly,54.8,30.0,116.5,49.0,IPC1
2025-08-08T14:12:24,environment,Anomaly,53.3,29.5,103.0,30.0,IPC1
2025-08-08T14:12:25,environment,Anomaly,54.0,30.0,103.0,29.5,IPC1
2025-08-08T14:12:26,environment,Anomaly,53.9,30.0,102.0,115.5,IPC1
2025-08-08T14:12:27,environment,Anomaly,55.4,30.0,103.0,102.5,IPC1
2025-08-08T14:12:28,environment,Anomaly,55.4,30.0,103.5,29.5,IPC1
